[ (138.42, 44.74, 17.49, 0.159, [7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 116.0, 1.0, 0.0, 0.0, 3.0, 4.0, 13.0, 66.0, 13.0, 0.0, 0.0, 11.0, 82.0, 62.0, 27.0, 31.0, 2.0, 2.0, 1.0, 7.0, 41.0, 43.0, 16.0, 7.0, 38.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 150.0, 14.0, 3.0, 2.0, 14.0, 9.0, 1.0, 43.0, 44.0, 4.0, 7.0, 35.0, 150.0, 81.0, 3.0, 19.0, 14.0, 17.0, 7.0, 17.0, 44.0, 33.0, 4.0, 2.0, 76.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 150.0, 42.0, 21.0, 24.0, 11.0, 8.0, 1.0, 25.0, 21.0, 14.0, 81.0, 150.0, 83.0, 45.0, 1.0, 2.0, 38.0, 6.0, 38.0, 78.0, 31.0, 19.0, 0.0, 15.0, 99.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 150.0, 29.0, 9.0, 6.0, 14.0, 35.0, 10.0, 75.0, 4.0, 2.0, 16.0, 44.0, 83.0, 150.0, 7.0, 7.0, 74.0, 12.0, 10.0, 20.0, 19.0, 41.0, 5.0, 27.0])
 (178.68, 143.92, 17.88, -0.088, [12.0, 4.0, 1.0, 12.0, 76.0, 68.0, 9.0, 5.0, 24.0, 28.0, 9.0, 15.0, 17.0, 21.0, 14.0, 3.0, 88.0, 60.0, 4.0, 6.0, 22.0, 8.0, 1.0, 4.0, 1.0, 1.0, 0.0, 1.0, 124.0, 48.0, 1.0, 1.0, 26.0, 15.0, 38.0, 93.0, 46.0, 73.0, 7.0, 1.0, 33.0, 8.0, 34.0, 90.0, 45.0, 32.0, 15.0, 3.0, 124.0, 25.0, 3.0, 11.0, 13.0, 14.0, 9.0, 55.0, 9.0, 0.0, 0.0, 1.0, 124.0, 67.0, 7.0, 11.0, 42.0, 9.0, 16.0, 38.0, 26.0, 124.0, 28.0, 9.0, 33.0, 6.0, 17.0, 36.0, 35.0, 80.0, 55.0, 4.0, 124.0, 119.0, 15.0, 10.0, 19.0, 9.0, 6.0, 19.0, 10.0, 23.0, 15.0, 23.0, 124.0, 13.0, 1.0, 2.0, 39.0, 43.0, 82.0, 60.0, 15.0, 37.0, 10.0, 4.0, 1.0, 4.0, 41.0, 113.0, 55.0, 25.0, 7.0, 0.0, 25.0, 124.0, 22.0, 27.0, 12.0, 0.0, 0.0, 0.0, 12.0, 59.0, 16.0, 35.0, 80.0, 0.0, 0.0, 0.0])
 (129.3, 154.33, 14.76, 0.118, [2.0, 4.0, 3.0, 37.0, 68.0, 27.0, 4.0, 0.0, 23.0, 10.0, 6.0, 7.0, 8.0, 30.0, 26.0, 14.0, 114.0, 2.0, 0.0, 2.0, 14.0, 12.0, 15.0, 78.0, 6.0, 0.0, 0.0, 5.0, 104.0, 61.0, 10.0, 8.0, 3.0, 4.0, 6.0, 26.0, 90.0, 105.0, 14.0, 2.0, 44.0, 27.0, 18.0, 26.0, 26.0, 18.0, 10.0, 4.0, 119.0, 62.0, 7.0, 10.0, 18.0, 1.0, 0.0, 15.0, 5.0, 4.0, 1.0, 11.0, 119.0, 19.0, 0.0, 1.0, 0.0, 0.0, 115.0, 86.0, 38.0, 40.0, 5.0, 0.0, 78.0, 8.0, 38.0, 85.0, 36.0, 11.0, 3.0, 28.0, 119.0, 14.0, 1.0, 3.0, 8.0, 15.0, 13.0, 119.0, 3.0, 1.0, 0.0, 13.0, 119.0, 36.0, 7.0, 8.0, 0.0, 0.0, 19.0, 16.0, 30.0, 100.0, 26.0, 0.0, 119.0, 9.0, 12.0, 13.0, 10.0, 26.0, 14.0, 47.0, 119.0, 17.0, 4.0, 9.0, 28.0, 12.0, 8.0, 90.0, 0.0, 0.0, 0.0, 47.0, 119.0, 19.0, 2.0, 1.0])
 (108.39, 270.38, 15.53, -3.032, [5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 69.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 58.0, 164.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 98.0, 148.0, 20.0, 4.0, 12.0, 14.0, 3.0, 2.0, 40.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 114.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0, 164.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 59.0, 107.0, 42.0, 11.0, 31.0, 24.0, 3.0, 0.0, 7.0, 43.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 148.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.0, 164.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 108.0, 16.0, 0.0, 5.0, 34.0, 14.0, 2.0, 11.0, 30.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 108.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 164.0, 92.0, 4.0, 0.0, 0.0, 0.0, 0.0, 3.0, 74.0, 61.0, 19.0, 24.0, 25.0, 0.0, 0.0, 5.0])
 (104.33, 88.23, 17.18, -2.742, [21.0, 11.0, 14.0, 101.0, 59.0, 3.0, 1.0, 7.0, 13.0, 11.0, 3.0, 97.0, 54.0, 6.0, 55.0, 40.0, 60.0, 67.0, 3.0, 1.0, 0.0, 13.0, 109.0, 37.0, 63.0, 52.0, 10.0, 70.0, 65.0, 4.0, 17.0, 17.0, 10.0, 2.0, 1.0, 58.0, 118.0, 11.0, 9.0, 13.0, 48.0, 45.0, 7.0, 9.0, 35.0, 12.0, 31.0, 42.0, 118.0, 60.0, 2.0, 12.0, 18.0, 13.0, 111.0, 69.0, 16.0, 3.0, 1.0, 108.0, 118.0, 16.0, 43.0, 22.0, 11.0, 37.0, 42.0, 95.0, 25.0, 1.0, 1.0, 2.0, 63.0, 39.0, 8.0, 3.0, 15.0, 10.0, 15.0, 52.0, 118.0, 36.0, 21.0, 64.0, 43.0, 0.0, 4.0, 85.0, 8.0, 1.0, 4.0, 118.0, 118.0, 0.0, 0.0, 1.0, 33.0, 16.0, 19.0, 8.0, 0.0, 0.0, 0.0, 5.0, 82.0, 35.0, 3.0, 0.0, 0.0, 0.0, 0.0, 8.0, 23.0, 40.0, 43.0, 57.0, 18.0, 0.0, 0.0, 3.0, 0.0, 0.0, 4.0, 41.0, 41.0, 0.0, 0.0, 0.0])
 (49.06, 271.44, 14.43, -2.872, [14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 65.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.0, 143.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.0, 143.0, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 52.0, 38.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 123.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.0, 143.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 85.0, 143.0, 7.0, 0.0, 2.0, 4.0, 1.0, 0.0, 40.0, 29.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 131.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 143.0, 143.0, 5.0, 0.0, 0.0, 0.0, 0.0, 11.0, 117.0, 143.0, 34.0, 21.0, 5.0, 0.0, 0.0, 11.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 18.0, 105.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 136.0, 79.0, 9.0, 0.0, 0.0, 0.0, 0.0])
 (179.79, 235.89, 11.97, 3.117, [75.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 152.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 127.0, 2.0, 0.0, 0.0, 1.0, 17.0, 20.0, 31.0, 8.0, 0.0, 0.0, 0.0, 59.0, 123.0, 37.0, 13.0, 97.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 152.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 46.0, 152.0, 19.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.0, 42.0, 11.0, 3.0, 24.0, 152.0, 23.0, 3.0, 7.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 30.0, 152.0, 29.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 95.0, 97.0, 7.0, 2.0, 0.0, 0.0, 0.0, 6.0, 9.0, 24.0, 16.0, 76.0, 116.0, 0.0, 0.0, 0.0, 50.0, 4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 8.0, 152.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 72.0, 23.0, 7.0, 3.0, 0.0, 0.0, 0.0, 11.0, 5.0, 6.0, 6.0, 16.0, 63.0, 28.0, 6.0, 6.0])
 (171.33, 66.76, 12.01, 1.965, [22.0, 2.0, 7.0, 17.0, 6.0, 66.0, 102.0, 46.0, 0.0, 0.0, 7.0, 16.0, 7.0, 115.0, 115.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 101.0, 115.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 52.0, 92.0, 0.0, 21.0, 20.0, 89.0, 91.0, 8.0, 3.0, 1.0, 4.0, 14.0, 21.0, 115.0, 91.0, 5.0, 16.0, 8.0, 1.0, 115.0, 63.0, 29.0, 10.0, 0.0, 39.0, 87.0, 19.0, 12.0, 5.0, 22.0, 8.0, 1.0, 111.0, 115.0, 5.0, 1.0, 22.0, 39.0, 82.0, 33.0, 0.0, 0.0, 0.0, 79.0, 10.0, 55.0, 52.0, 12.0, 0.0, 0.0, 43.0, 115.0, 36.0, 55.0, 42.0, 1.0, 0.0, 0.0, 46.0, 9.0, 31.0, 115.0, 58.0, 1.0, 6.0, 5.0, 0.0, 2.0, 9.0, 18.0, 33.0, 6.0, 26.0, 25.0, 0.0, 97.0, 31.0, 7.0, 13.0, 4.0, 5.0, 4.0, 14.0, 35.0, 26.0, 33.0, 55.0, 20.0, 2.0, 0.0, 10.0, 8.0, 15.0, 33.0, 26.0, 9.0, 6.0, 12.0, 3.0])
 (126.81, 154.05, 14.63, 0.088, [6.0, 5.0, 7.0, 43.0, 45.0, 31.0, 5.0, 2.0, 40.0, 12.0, 4.0, 10.0, 27.0, 37.0, 29.0, 17.0, 120.0, 0.0, 0.0, 6.0, 28.0, 16.0, 9.0, 61.0, 5.0, 0.0, 0.0, 16.0, 88.0, 56.0, 8.0, 4.0, 10.0, 6.0, 7.0, 28.0, 67.0, 109.0, 23.0, 8.0, 62.0, 32.0, 11.0, 46.0, 45.0, 13.0, 14.0, 11.0, 120.0, 68.0, 11.0, 24.0, 34.0, 5.0, 2.0, 20.0, 3.0, 3.0, 3.0, 21.0, 111.0, 27.0, 7.0, 3.0, 0.0, 10.0, 120.0, 62.0, 27.0, 66.0, 20.0, 1.0, 67.0, 7.0, 45.0, 92.0, 61.0, 16.0, 12.0, 20.0, 120.0, 20.0, 3.0, 7.0, 12.0, 18.0, 15.0, 115.0, 2.0, 1.0, 1.0, 19.0, 108.0, 45.0, 9.0, 8.0, 0.0, 3.0, 36.0, 13.0, 25.0, 76.0, 51.0, 0.0, 120.0, 5.0, 19.0, 21.0, 12.0, 33.0, 25.0, 32.0, 120.0, 12.0, 2.0, 8.0, 38.0, 15.0, 8.0, 87.0, 0.0, 0.0, 0.0, 38.0, 120.0, 31.0, 2.0, 1.0])
 (253.73, 226.58, 9.52, 2.816, [7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0, 15.0, 0.0, 1.0, 1.0, 0.0, 0.0, 4.0, 18.0, 9.0, 0.0, 7.0, 72.0, 44.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 18.0, 91.0, 38.0, 0.0, 84.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 141.0, 26.0, 0.0, 0.0, 1.0, 1.0, 2.0, 75.0, 72.0, 13.0, 1.0, 5.0, 40.0, 100.0, 36.0, 30.0, 0.0, 0.0, 0.0, 0.0, 10.0, 141.0, 130.0, 16.0, 96.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 141.0, 141.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 111.0, 79.0, 3.0, 3.0, 3.0, 12.0, 10.0, 26.0, 56.0, 15.0, 0.0, 0.0, 8.0, 47.0, 59.0, 57.0, 45.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 141.0, 98.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 141.0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 65.0, 50.0, 1.0, 0.0, 3.0, 3.0, 0.0, 5.0])
